set,context,drug,tested,replicated,result
primary,EXPR_LOW:STK32A,Rapamycin,True,False,"{""res"": {""beta"": -0.016722609759438678, ""r"": -0.011416901967528073, ""p_two"": 0.8135970134869209, ""se"": 0.07087834032474528, ""df"": 427, ""n"": 470, ""n_pos"": 352, ""n_neg"": 118, ""dep_sd"": 0.5987673435948957, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.40679850674346046, ""d_discovery"": 0.4401026907816813, ""d_holdout"": 0.02792839312017088, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_HOT:NRAS,Refametinib,True,True,"{""res"": {""beta"": -0.4509419453399837, ""r"": -0.15088125700485486, ""p_two"": 0.006028402680441135, ""se"": 0.1631352793461087, ""df"": 328, ""n"": 371, ""n_pos"": 13, ""n_neg"": 358, ""dep_sd"": 0.5893233845757275, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0030142013402205676, ""d_discovery"": 0.6248282360884256, ""d_holdout"": 0.7651859015651161, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ZNF501,Refametinib,True,False,"{""res"": {""beta"": -0.055177270052683504, ""r"": -0.047977050780612894, ""p_two"": 0.3871751407096178, ""se"": 0.06372129249067851, ""df"": 325, ""n"": 368, ""n_pos"": 226, ""n_neg"": 142, ""dep_sd"": 0.5907085922850152, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.1935875703548089, ""d_discovery"": 0.311714092968347, ""d_holdout"": 0.09340861259397533, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CHMP4C,Ribociclib,True,False,"{""res"": {""beta"": -0.01939798917608404, ""r"": -0.03070919863906912, ""p_two"": 0.522473695280539, ""se"": 0.03030668854890166, ""df"": 434, ""n"": 477, ""n_pos"": 114, ""n_neg"": 363, ""dep_sd"": 0.18991182671581056, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2612368476402695, ""d_discovery"": 0.47355258286787316, ""d_holdout"": 0.10214208094112928, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SCNN1A,Ribociclib,True,True,"{""res"": {""beta"": -0.043898513730885956, ""r"": -0.08057085076424758, ""p_two"": 0.09290446079578228, ""se"": 0.0260683030134992, ""df"": 434, ""n"": 477, ""n_pos"": 117, ""n_neg"": 360, ""dep_sd"": 0.18991182671581056, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.04645223039789114, ""d_discovery"": 0.4229268243166911, ""d_holdout"": 0.23115207983638078, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:HNF1B,Ribociclib,True,False,"{""res"": {""beta"": 0.011337846706912832, ""r"": 0.02267850397380998, ""p_two"": 0.6367537912285138, ""se"": 0.023991621607129494, ""df"": 434, ""n"": 477, ""n_pos"": 334, ""n_neg"": 143, ""dep_sd"": 0.18991182671581056, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.681623104385743, ""d_discovery"": 0.4218301795937557, ""d_holdout"": 0.059700582649226515, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ITGB8,Ribociclib,True,False,"{""res"": {""beta"": -0.03601921144392967, ""r"": -0.07391745461679176, ""p_two"": 0.12328763932272241, ""se"": 0.023326663936414676, ""df"": 434, ""n"": 477, ""n_pos"": 120, ""n_neg"": 357, ""dep_sd"": 0.18991182671581056, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.061643819661361204, ""d_discovery"": 0.40770383985121345, ""d_holdout"": 0.18966281387956865, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:C1orf116,Ribociclib,True,False,"{""res"": {""beta"": -0.004281759424085629, ""r"": -0.008908352373021362, ""p_two"": 0.8528513553592244, ""se"": 0.023070806513326884, ""df"": 434, ""n"": 477, ""n_pos"": 236, ""n_neg"": 241, ""dep_sd"": 0.18991182671581056, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.4264256776796122, ""d_discovery"": 0.3928898487401234, ""d_holdout"": 0.02254603885461528, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:TMEM139,Ribociclib,True,True,"{""res"": {""beta"": -0.07388405579333189, ""r"": -0.16875912028052784, ""p_two"": 0.0004015038011082015, ""se"": 0.02071402819862918, ""df"": 434, ""n"": 477, ""n_pos"": 198, ""n_neg"": 279, ""dep_sd"": 0.18991182671581056, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00020075190055410076, ""d_discovery"": 0.3882666486162, ""d_holdout"": 0.3890439951583115, ""magnitude_ok"": true, ""replicated"": true}}"
primary,MUT_HOT:BRAF,SB590885,True,True,"{""res"": {""beta"": -0.11661050169917823, ""r"": -0.11170435084508208, ""p_two"": 0.02095913769986311, ""se"": 0.05032068332125437, ""df"": 425, ""n"": 468, ""n_pos"": 47, ""n_neg"": 421, ""dep_sd"": 0.23172372195190238, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.010479568849931556, ""d_discovery"": 0.9904902932039411, ""d_holdout"": 0.5032307470159764, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:CCDC71L,SB590885,True,False,"{""res"": {""beta"": 0.04959849459977904, ""r"": 0.03878591139556479, ""p_two"": 0.42568752440037033, ""se"": 0.06220300386953554, ""df"": 422, ""n"": 465, ""n_pos"": 15, ""n_neg"": 450, ""dep_sd"": 0.23244062421684455, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7871562377998148, ""d_discovery"": 0.8640713200789663, ""d_holdout"": 0.21338135176193837, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:BAIAP2L1,SB590885,True,False,"{""res"": {""beta"": 0.0024689978145494788, ""r"": 0.0010901913836461525, ""p_two"": 0.9821431184212039, ""se"": 0.11024565363702767, ""df"": 422, ""n"": 465, ""n_pos"": 8, ""n_neg"": 457, ""dep_sd"": 0.23244062421684455, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.508928440789398, ""d_discovery"": 0.7337439287814952, ""d_holdout"": 0.01062205809706544, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IL13RA1,SB590885,True,False,"{""res"": {""beta"": 0.02887677982494014, ""r"": 0.012283010555710199, ""p_two"": 0.8008976672414708, ""se"": 0.11443396526711726, ""df"": 422, ""n"": 465, ""n_pos"": 5, ""n_neg"": 460, ""dep_sd"": 0.23244062421684455, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.5995511663792645, ""d_discovery"": 0.676655079873967, ""d_holdout"": 0.1242329301181058, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ZSCAN31,SB590885,True,False,"{""res"": {""beta"": -0.031607961186808683, ""r"": -0.035509393578477565, ""p_two"": 0.465845915313149, ""se"": 0.043303502525260607, ""df"": 422, ""n"": 465, ""n_pos"": 40, ""n_neg"": 425, ""dep_sd"": 0.23244062421684455, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2329229576565745, ""d_discovery"": 0.5337810036912586, ""d_holdout"": 0.1359829474443397, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:STING1,SB590885,True,False,"{""res"": {""beta"": -0.05518058134917307, ""r"": -0.07049394318260856, ""p_two"": 0.14731602826769255, ""se"": 0.03800987673799033, ""df"": 422, ""n"": 465, ""n_pos"": 47, ""n_neg"": 418, ""dep_sd"": 0.23244062421684455, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.07365801413384628, ""d_discovery"": 0.49707702948295945, ""d_holdout"": 0.23739645999958656, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:PPARGC1A,SN-38,True,True,"{""res"": {""beta"": -0.2722927616499262, ""r"": -0.09927959497320556, ""p_two"": 0.040074521276428465, ""se"": 0.1322270729870393, ""df"": 426, ""n"": 469, ""n_pos"": 304, ""n_neg"": 165, ""dep_sd"": 1.2527916643342956, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.020037260638214233, ""d_discovery"": 0.3588843832470681, ""d_holdout"": 0.21734879741127291, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SLC16A1,Sapitinib,True,False,"{""res"": {""beta"": -0.1724138688638567, ""r"": -0.055077274102712924, ""p_two"": 0.2516741152572493, ""se"": 0.150209047625755, ""df"": 433, ""n"": 476, ""n_pos"": 6, ""n_neg"": 470, ""dep_sd"": 0.3700436358901111, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.12583705762862465, ""d_discovery"": 1.1628512751231115, ""d_holdout"": 0.4659284801618831, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:LIX1L,Sapitinib,True,True,"{""res"": {""beta"": -0.20094160279411744, ""r"": -0.205420513593799, ""p_two"": 1.5731138142750913e-05, ""se"": 0.0460065923153496, ""df"": 433, ""n"": 476, ""n_pos"": 89, ""n_neg"": 387, ""dep_sd"": 0.3700436358901111, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 7.865569071375457e-06, ""d_discovery"": 0.48091431864896617, ""d_holdout"": 0.5430213718194831, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ZEB1,Sapitinib,True,True,"{""res"": {""beta"": -0.20749192074564235, ""r"": -0.2593132836759916, ""p_two"": 4.088599405728905e-08, ""se"": 0.03713784064163994, ""df"": 433, ""n"": 476, ""n_pos"": 180, ""n_neg"": 296, ""dep_sd"": 0.3700436358901111, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 2.0442997028644526e-08, ""d_discovery"": 0.4632890722837554, ""d_holdout"": 0.5607228462301121, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PRKG1,Sapitinib,True,False,"{""res"": {""beta"": -0.07416077844993318, ""r"": -0.08356841305331693, ""p_two"": 0.08168555263937127, ""se"": 0.04249779230583083, ""df"": 433, ""n"": 476, ""n_pos"": 377, ""n_neg"": 99, ""dep_sd"": 0.3700436358901111, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.040842776319685636, ""d_discovery"": 0.4525549907559303, ""d_holdout"": 0.2004109009240092, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ZFHX4,Sapitinib,True,True,"{""res"": {""beta"": -0.08537977755960868, ""r"": -0.10967376404429234, ""p_two"": 0.022152025272544364, ""se"": 0.0371860943322277, ""df"": 433, ""n"": 476, ""n_pos"": 255, ""n_neg"": 221, ""dep_sd"": 0.3700436358901111, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.011076012636272182, ""d_discovery"": 0.3874063773147174, ""d_holdout"": 0.23072894458577647, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PDLIM3,Sapitinib,True,False,"{""res"": {""beta"": -0.04742537242649561, ""r"": -0.06207346157674507, ""p_two"": 0.19629970783783196, ""se"": 0.036645658298925424, ""df"": 433, ""n"": 476, ""n_pos"": 263, ""n_neg"": 213, ""dep_sd"": 0.3700436358901111, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.09814985391891598, ""d_discovery"": 0.3867696314306633, ""d_holdout"": 0.12816156752005092, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_HOT:NRAS,Selumetinib,True,True,"{""res"": {""beta"": -0.28874126750133766, ""r"": -0.1576742279417969, ""p_two"": 0.0009290261618179517, ""se"": 0.08660403517855098, ""df"": 436, ""n"": 479, ""n_pos"": 21, ""n_neg"": 458, ""dep_sd"": 0.41353445496355434, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00046451308090897587, ""d_discovery"": 0.7034203125962937, ""d_holdout"": 0.6982278357598644, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:GFRA1,Selumetinib,True,False,"{""res"": {""beta"": -0.029422573286174983, ""r"": -0.03143322557128652, ""p_two"": 0.5131974269529326, ""se"": 0.04496070350519108, ""df"": 433, ""n"": 476, ""n_pos"": 352, ""n_neg"": 124, ""dep_sd"": 0.4136474827449979, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2565987134764663, ""d_discovery"": 0.42121452841475954, ""d_holdout"": 0.07112958379662901, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ZNF501,Selumetinib,True,False,"{""res"": {""beta"": -0.05074678391830512, ""r"": -0.0664145826160757, ""p_two"": 0.16674850440874758, ""se"": 0.036638796146398804, ""df"": 433, ""n"": 476, ""n_pos"": 288, ""n_neg"": 188, ""dep_sd"": 0.4136474827449979, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.08337425220437379, ""d_discovery"": 0.34548236450586584, ""d_holdout"": 0.12268123471112502, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SIPA1L1,Sorafenib,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:TUBB2A,Sorafenib,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:NEDD4L,Sorafenib,True,True,"{""res"": {""beta"": -0.295059318338518, ""r"": -0.1497222009057696, ""p_two"": 0.0017614087425107555, ""se"": 0.09374716376259018, ""df"": 432, ""n"": 475, ""n_pos"": 6, ""n_neg"": 469, ""dep_sd"": 0.17828952101903334, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0008807043712553777, ""d_discovery"": 1.1589442643398395, ""d_holdout"": 1.6549448147713566, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:TRAF3IP2,Sorafenib,True,True,"{""res"": {""beta"": -0.11897991179976015, ""r"": -0.09348350314370422, ""p_two"": 0.05163580169265809, ""se"": 0.06096642992863725, ""df"": 432, ""n"": 475, ""n_pos"": 9, ""n_neg"": 466, ""dep_sd"": 0.17828952101903334, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.025817900846329046, ""d_discovery"": 0.9207273372463258, ""d_holdout"": 0.6673410255393442, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:NEDD4,Sorafenib,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:HIVEP2,Sorafenib,True,False,"{""res"": {""beta"": -0.006272254243131266, ""r"": -0.006206281343152304, ""p_two"": 0.8974195672649043, ""se"": 0.048623023092192214, ""df"": 432, ""n"": 475, ""n_pos"": 22, ""n_neg"": 453, ""dep_sd"": 0.17828952101903334, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.4487097836324522, ""d_discovery"": 0.6996585791174239, ""d_holdout"": 0.03518016206045935, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ELOVL7,Talazoparib,True,True,"{""res"": {""beta"": -0.26284129383183, ""r"": -0.19694646297327303, ""p_two"": 3.455145797127467e-05, ""se"": 0.06280730497703335, ""df"": 434, ""n"": 477, ""n_pos"": 93, ""n_neg"": 384, ""dep_sd"": 0.5254162398601747, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.7275728985637334e-05, ""d_discovery"": 0.3862664893584063, ""d_holdout"": 0.5002534636192024, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:IL6R,Talazoparib,True,True,"{""res"": {""beta"": -0.11488918196633177, ""r"": -0.09362013456230796, ""p_two"": 0.0507572694759672, ""se"": 0.0586480240825269, ""df"": 434, ""n"": 477, ""n_pos"": 114, ""n_neg"": 363, ""dep_sd"": 0.5254162398601747, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0253786347379836, ""d_discovery"": 0.36301747551284436, ""d_holdout"": 0.21866317264366708, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:STK32A,Tamoxifen,True,False,"{""res"": {""beta"": -0.010470464056855758, ""r"": -0.020724611701313293, ""p_two"": 0.6711858852385716, ""se"": 0.024646859871393936, ""df"": 420, ""n"": 463, ""n_pos"": 345, ""n_neg"": 118, ""dep_sd"": 0.1988350829675528, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3355929426192858, ""d_discovery"": 0.5258488418394296, ""d_holdout"": 0.0526590373317791, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CREBRF,Tanespimycin,True,False,"{""res"": {""beta"": -0.19544517201963774, ""r"": -0.06656889349921377, ""p_two"": 0.16576305345210743, ""se"": 0.14078139095491254, ""df"": 433, ""n"": 476, ""n_pos"": 37, ""n_neg"": 439, ""dep_sd"": 0.810303038609419, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.08288152672605371, ""d_discovery"": 0.6623570499751946, ""d_holdout"": 0.2412000976264954, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ZNF610,Tanespimycin,True,False,"{""res"": {""beta"": -0.1664104347919062, ""r"": -0.09466304976087767, ""p_two"": 0.04848345846069642, ""se"": 0.08410105957939568, ""df"": 433, ""n"": 476, ""n_pos"": 278, ""n_neg"": 198, ""dep_sd"": 0.810303038609419, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.02424172923034821, ""d_discovery"": 0.48217059368411613, ""d_holdout"": 0.20536814853550006, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:NPTXR,Tanespimycin,True,False,"{""res"": {""beta"": -0.13844214016844283, ""r"": -0.07479729799749772, ""p_two"": 0.11930075796403768, ""se"": 0.08869929661182502, ""df"": 433, ""n"": 476, ""n_pos"": 128, ""n_neg"": 348, ""dep_sd"": 0.810303038609419, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.05965037898201884, ""d_discovery"": 0.474554597995928, ""d_holdout"": 0.17085230286933986, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_HOT:PIK3CA,Taselisib,True,True,"{""res"": {""beta"": -0.23117471693332184, ""r"": -0.2553792198014766, ""p_two"": 8.763426070772766e-08, ""se"": 0.04245368150164747, ""df"": 425, ""n"": 468, ""n_pos"": 69, ""n_neg"": 399, ""dep_sd"": 0.3166146234089084, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 4.381713035386383e-08, ""d_discovery"": 0.9138721810239574, ""d_holdout"": 0.7301454191986554, ""magnitude_ok"": true, ""replicated"": true}}"
primary,MUT_DAM:GNA13,Temsirolimus,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:ERBB2,Temsirolimus,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:CHMP4C,Temsirolimus,True,True,"{""res"": {""beta"": -0.2364109925189838, ""r"": -0.14833754446921113, ""p_two"": 0.0019215205035294067, ""se"": 0.07574276687198042, ""df"": 433, ""n"": 476, ""n_pos"": 113, ""n_neg"": 363, ""dep_sd"": 0.4972932099959759, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0009607602517647033, ""d_discovery"": 0.599241222363628, ""d_holdout"": 0.47539557702969004, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:NAV2,Temsirolimus,True,False,"{""res"": {""beta"": -0.05968074244883511, ""r"": -0.03547552274198803, ""p_two"": 0.4605119892532385, ""se"": 0.08079565587847833, ""df"": 433, ""n"": 476, ""n_pos"": 50, ""n_neg"": 426, ""dep_sd"": 0.4972932099959759, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.23025599462661925, ""d_discovery"": 0.543996010202326, ""d_holdout"": 0.12001117499536751, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:IRS2,Temsirolimus,True,True,"{""res"": {""beta"": -0.16045341683552278, ""r"": -0.10456203588020252, ""p_two"": 0.02921897894264064, ""se"": 0.07334048858003019, ""df"": 433, ""n"": 476, ""n_pos"": 61, ""n_neg"": 415, ""dep_sd"": 0.4972932099959759, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.01460948947132032, ""d_discovery"": 0.5423745482380147, ""d_holdout"": 0.32265354444879946, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SPINT1,Temsirolimus,True,False,"{""res"": {""beta"": -0.08573302882694629, ""r"": -0.06665173272859956, ""p_two"": 0.16523583485814428, ""se"": 0.06167738597479184, ""df"": 433, ""n"": 476, ""n_pos"": 104, ""n_neg"": 372, ""dep_sd"": 0.4972932099959759, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.08261791742907214, ""d_discovery"": 0.5016343759485514, ""d_holdout"": 0.1723993553574561, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_HOT:NRAS,Trametinib,True,True,"{""res"": {""beta"": -0.49198308446706973, ""r"": -0.17124361006071195, ""p_two"": 0.000317911255706228, ""se"": 0.13555939245308474, ""df"": 436, ""n"": 479, ""n_pos"": 20, ""n_neg"": 459, ""dep_sd"": 0.675521678446252, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.000158955627853114, ""d_discovery"": 0.6042018029536517, ""d_holdout"": 0.7283009563788773, ""magnitude_ok"": true, ""replicated"": true}}"
primary,MUT_HOT:BRAF,Trametinib,True,True,"{""res"": {""beta"": -0.25195447775179874, ""r"": -0.09682799249563656, ""p_two"": 0.042823202483048675, ""se"": 0.12403161705562672, ""df"": 436, ""n"": 479, ""n_pos"": 49, ""n_neg"": 430, ""dep_sd"": 0.675521678446252, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.021411601241524338, ""d_discovery"": 0.5801809058096925, ""d_holdout"": 0.3729776346057642, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:GFRA1,Trametinib,True,False,"{""res"": {""beta"": -0.15632134657189148, ""r"": -0.10772161152246015, ""p_two"": 0.024653510224593785, ""se"": 0.06933252213107567, ""df"": 433, ""n"": 476, ""n_pos"": 353, ""n_neg"": 123, ""dep_sd"": 0.6761687659419653, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.012326755112296892, ""d_discovery"": 0.47129711571758093, ""d_holdout"": 0.23118687884691252, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_HOT:KRAS,Trametinib,True,True,"{""res"": {""beta"": -0.36311517854110187, ""r"": -0.20181836838789274, ""p_two"": 2.0854220967865344e-05, ""se"": 0.0843938405753759, ""df"": 436, ""n"": 479, ""n_pos"": 99, ""n_neg"": 380, ""dep_sd"": 0.675521678446252, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.0427110483932672e-05, ""d_discovery"": 0.44000834922467896, ""d_holdout"": 0.537532976552718, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:RIMS4,Trametinib,True,True,"{""res"": {""beta"": -0.2008367176739127, ""r"": -0.1327478102231213, ""p_two"": 0.005554370085980046, ""se"": 0.0720627977718364, ""df"": 433, ""n"": 476, ""n_pos"": 373, ""n_neg"": 103, ""dep_sd"": 0.6761687659419653, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.002777185042990023, ""d_discovery"": 0.4150484164491824, ""d_holdout"": 0.2970215836487636, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ZNF674,Trametinib,True,False,"{""res"": {""beta"": -0.11726879219022335, ""r"": -0.0769981276716259, ""p_two"": 0.10878373144113081, ""se"": 0.07297382391064224, ""df"": 433, ""n"": 476, ""n_pos"": 80, ""n_neg"": 396, ""dep_sd"": 0.6761687659419653, ""n_broad_ids"": 2}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.054391865720565404, ""d_discovery"": 0.40497808023862253, ""d_holdout"": 0.17343124689715167, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:GFRA1,Ulixertinib,True,False,"{""res"": {""beta"": -0.01911245144958514, ""r"": -0.03040763282348499, ""p_two"": 0.5313758381745112, ""se"": 0.03051054616736925, ""df"": 424, ""n"": 467, ""n_pos"": 344, ""n_neg"": 123, ""dep_sd"": 0.25182388759582763, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2656879190872556, ""d_discovery"": 0.47724198621628844, ""d_holdout"": 0.07589610196257571, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ZNF501,Ulixertinib,True,False,"{""res"": {""beta"": -0.03832510259114515, ""r"": -0.07430123027745233, ""p_two"": 0.12572707547338222, ""se"": 0.02498056591429602, ""df"": 424, ""n"": 467, ""n_pos"": 283, ""n_neg"": 184, ""dep_sd"": 0.25182388759582763, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.06286353773669111, ""d_discovery"": 0.3750449963444603, ""d_holdout"": 0.15219009982347736, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_HOT:PIK3CA,Uprosertib,True,False,"{""res"": {""beta"": -0.045505698930656355, ""r"": -0.06865017108568731, ""p_two"": 0.15242126052339863, ""se"": 0.031743404252579106, ""df"": 434, ""n"": 477, ""n_pos"": 69, ""n_neg"": 408, ""dep_sd"": 0.22297800799747222, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.07621063026169932, ""d_discovery"": 0.6159776277919475, ""d_holdout"": 0.20408155646978526, ""magnitude_ok"": false, ""replicated"": false}}"
primary,MUT_DAM:PTEN,Uprosertib,True,True,"{""res"": {""beta"": -0.10946110249495695, ""r"": -0.15022242077706274, ""p_two"": 0.001657467527691838, ""se"": 0.034579901010161763, ""df"": 434, ""n"": 477, ""n_pos"": 62, ""n_neg"": 415, ""dep_sd"": 0.22297800799747222, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.000828733763845919, ""d_discovery"": 0.6086800600403219, ""d_holdout"": 0.4909053743820236, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SKAP1,Uprosertib,True,True,"{""res"": {""beta"": -0.04822024545329987, ""r"": -0.09372809794654423, ""p_two"": 0.05129424626213307, ""se"": 0.024672032027544644, ""df"": 431, ""n"": 474, ""n_pos"": 345, ""n_neg"": 129, ""dep_sd"": 0.22267293977677402, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.025647123131066533, ""d_discovery"": 0.3977713323033456, ""d_holdout"": 0.21655188772214476, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:DUSP4,VE-822,True,False,"{""res"": {""beta"": 0.051060050860044906, ""r"": 0.035879818322421375, ""p_two"": 0.45855731791506055, ""se"": 0.06882359324332671, ""df"": 427, ""n"": 470, ""n_pos"": 82, ""n_neg"": 388, ""dep_sd"": 0.5302820813842548, ""n_broad_ids"": 1}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7707213410424697, ""d_discovery"": 0.4154342356369067, ""d_holdout"": 0.09628847108459167, ""magnitude_ok"": false, ""replicated"": false}}"
